	name	race	sex
6236	Wydaloef	Roegadyn	Male
6237	Wyrkholsk	Roegadyn	Male
6238	Wyrkrhit	Roegadyn	Male
6239	Wyrnzoen	Roegadyn	Male
6240	Wyrstmaga	Roegadyn	Male
6241	Yalard	Roegadyn	Male
6242	Yellow Moon Admirer (2014) (Hustings Strip)	Roegadyn	Male
6243	Yellow Moon Admirer (2014) (Miners' Guild)	Roegadyn	Male
6244	Yellow Moon Admirer (2014) (Sapphire Avenue Exchange)	Roegadyn	Male
6245	Yellow Moon Admirer (2014) (The Gold Court)	Roegadyn	Male
6246	Yellowjacket	Roegadyn	Male
6247	Yellowjacket Captain	Roegadyn	Male
6248	Yellowjacket Drill Sergeant	Roegadyn	Male
6249	Yellowjacket Sentry	Roegadyn	Male
6250	Yellowjacket Veteran	Roegadyn	Male
6251	Yusui	Roegadyn	Male
6252	Zagylswerd	Roegadyn	Male
6253	Zahrmerl	Roegadyn	Male
6254	Zanthael	Roegadyn	Male
6255	Zimberk	Roegadyn	Male
6256	Zirnberk	Roegadyn	Male
6257	Zwynberk	Roegadyn	Male
6258	Abducted Ala Mhigan (Roegadyn)	Roegadyn	Female
6259	Accomplished Adventurer	Roegadyn	Female
6260	Aersthota	Roegadyn	Female
6261	Alluring Lady	Roegadyn	Female
6262	Andia	Roegadyn	Female
6263	Annine	Roegadyn	Female
6264	Apprehensive Artisan	Roegadyn	Female
6265	Arenlona	Roegadyn	Female
6266	Asari	Roegadyn	Female
6267	Awestruck Fan	Roegadyn	Female
6268	Belligerent Soldier	Roegadyn	Female
6269	Bemused Student	Roegadyn	Female
6270	Bent Frond	Roegadyn	Female
6271	Bethwren	Roegadyn	Female
6272	Bhaldswys	Roegadyn	Female
6273	Billdia	Roegadyn	Female
6274	Blauthota	Roegadyn	Female
6275	Bloewyda	Roegadyn	Female
6276	Bloody Executioner	Roegadyn	Female
6277	Blue Herring	Roegadyn	Female
6278	Blue Lily	Roegadyn	Female
6279	Bluomwyda	Roegadyn	Female
6280	Blyssbryda	Roegadyn	Female
6281	Brass Blade (Big Time)	Roegadyn	Female
6282	Burly Dancer	Roegadyn	Female
6283	Capitalistic Chambermaid	Roegadyn	Female
6284	Careless Whisper	Roegadyn	Female
6285	Cascadier Captain	Roegadyn	Female
6286	Cassana	Roegadyn	Female
6287	Chipper Pauper	Roegadyn	Female
6288	Chocobokeep (Aleport)	Roegadyn	Female
6289	Chocobokeep (Red Rooster Stead)	Roegadyn	Female
6290	Chocobokeep (Summerford Farms)	Roegadyn	Female
6291	Chocobokeep (Wineport)	Roegadyn	Female
6292	Colana	Roegadyn	Female
6293	Collapsed Scholar	Roegadyn	Female
6294	Collectable Appraiser (Fogfens)	Roegadyn	Female
6295	Collectable Appraiser (Freewalks Roundspot)	Roegadyn	Female
6296	Collectable Appraiser (West Hawkers' Alley)	Roegadyn	Female
6297	Confederate Appraiser	Roegadyn	Female
6298	Cunning Consort	Roegadyn	Female
6299	Dallying Deckhand	Roegadyn	Female
6300	Diving Dove	Roegadyn	Female
6301	Doesrael	Roegadyn	Female
6302	Dreamer	Roegadyn	Female
6303	Dreamer (2022)	Roegadyn	Female
6304	Dryskthota	Roegadyn	Female
6305	Dyrstwyda	Roegadyn	Female
6306	East Aldenard Trading Company Sailor	Roegadyn	Female
6307	Enamored Citizen	Roegadyn	Female
6308	Erstwhile Poissonnier	Roegadyn	Female
6309	Ethelbert	Roegadyn	Female
6310	Expedition Mender	Roegadyn	Female
6311	Falkbryda	Roegadyn	Female
6312	Fearless Fawn	Roegadyn	Female
6313	Fernwren	Roegadyn	Female
6314	Ferry Skipper (Hidden Falls Docks)	Roegadyn	Female
6315	Fohcwyda	Roegadyn	Female
6316	Fraegeim	Roegadyn	Female
6317	Fretting Researcher	Roegadyn	Female
6318	Frydwyb	Roegadyn	Female
6319	Fyrbryda	Roegadyn	Female
6320	Gegeruju Manor Guard	Roegadyn	Female
6321	Geimlona	Roegadyn	Female
6322	Geimrael	Roegadyn	Female
6323	Ghimthota	Roegadyn	Female
6324	Glazrael	Roegadyn	Female
6325	Graceful Song	Roegadyn	Female
6326	Gracine	Roegadyn	Female
6327	Grim-faced Yellowjacket	Roegadyn	Female
6328	Grynewyda	Roegadyn	Female
6329	Guolgeim	Roegadyn	Female
6330	Haline	Roegadyn	Female
6331	Hidden Hearth	Roegadyn	Female
6332	Hopeful Dawn	Roegadyn	Female
6333	House Leveilleur Maidservant	Roegadyn	Female
6334	Housing Merchant (Mist)	Roegadyn	Female
6335	Housing Merchant (The Goblet)	Roegadyn	Female
6336	Hunter-scholar (Aleport)	Roegadyn	Female
6337	Hunter-scholar (Kobold Dig)	Roegadyn	Female
6338	Hunter-scholar (Revenant's Toll)	Roegadyn	Female
6339	Ibara	Roegadyn	Female
6340	Imperial Soldier	Roegadyn	Female
6341	Independent Merchant (Rhalgr's Reach Aetheryte Plaza)	Roegadyn	Female
6342	Inghilswys	Roegadyn	Female
6343	Isilswys	Roegadyn	Female
6344	Ivory Sparrow	Roegadyn	Female
6345	Jet Black-haired Maiden	Roegadyn	Female
6346	Jeweled Peak	Roegadyn	Female
6347	Jumbo Cactpot Broker	Roegadyn	Female
6348	Khanswys	Roegadyn	Female
6349	Khuswyb	Roegadyn	Female
6350	Klindrael	Roegadyn	Female
6351	Klynthota	Roegadyn	Female
6352	Koenbryda	Roegadyn	Female
6353	Lagonthota	Roegadyn	Female
6354	Leaping Doe	Roegadyn	Female
6355	Loetrswys	Roegadyn	Female
6356	Lost Rabbit	Roegadyn	Female
6357	Lydirlona	Roegadyn	Female
6358	Maelstrom Drill Sergeant	Roegadyn	Female
6359	Mature Maid	Roegadyn	Female
6360	Mature Princess	Roegadyn	Female
6361	Meek Glen	Roegadyn	Female
6362	Melancholy Maiden	Roegadyn	Female
6363	Mender (Kobai Goten Apartment Lobby)	Roegadyn	Female
6364	Mender (Topmast Apartment Lobby)	Roegadyn	Female
6365	Merchant & Mender (Aleport)	Roegadyn	Female
6366	Merchant & Mender (Camp Bronze Lake)	Roegadyn	Female
6367	Merchant & Mender (Moraby Drydocks)	Roegadyn	Female
6368	Merchant & Mender (Summerford Farms)	Roegadyn	Female
6369	Merlwyb	Roegadyn	Female
6370	Midnight Dew	Roegadyn	Female
6371	Misija	Roegadyn	Female
6372	Mitsuba	Roegadyn	Female
6373	Moegrael	Roegadyn	Female
6374	Moenbryda	Roegadyn	Female
6375	Myrganthota	Roegadyn	Female
6376	Nesting Heron	Roegadyn	Female
6377	Northota	Roegadyn	Female
6378	Nortyrwyb	Roegadyn	Female
6379	OIC Administrator (Limsa Lominsa)	Roegadyn	Female
6380	Ofpilona	Roegadyn	Female
6381	Opylona	Roegadyn	Female
6382	Pale Morning	Roegadyn	Female
6383	Pauline (The First)	Roegadyn	Female
6384	Ponderous Mathematician	Roegadyn	Female
6385	Queen Gunnhildr	Roegadyn	Female
6386	Raelthota	Roegadyn	Female
6387	Resident Caretaker (Mist)	Roegadyn	Female
6388	Resistance Fighter (Lost in Transit)	Roegadyn	Female
6389	Rhotgeim	Roegadyn	Female
6390	Rhotwyda	Roegadyn	Female
6391	Roegadyn Gleaner	Roegadyn	Female
6392	Roegadyn Sailor	Roegadyn	Female
6393	Roeganlona	Roegadyn	Female
6394	Ruhtwyda of the Three Hearts	Roegadyn	Female
6395	Sanguine Sirens Steerswoman	Roegadyn	Female
6396	Sazanami	Roegadyn	Female
6397	Scrip Exchange (Fogfens)	Roegadyn	Female
6398	Scrip Exchange (Freewalks Roundspot)	Roegadyn	Female
6399	Scrip Exchange (West Hawkers' Alley)	Roegadyn	Female
6400	Seasoned Adventurer (It's Probably Pirates)	Roegadyn	Female
6401	Shallow Moor	Roegadyn	Female
6402	Sharp-eyed Ama	Roegadyn	Female
6403	Silent Moss the Solemn	Roegadyn	Female
6404	Silken Grin	Roegadyn	Female
6405	Singing Stormcloud	Roegadyn	Female
6406	Skaenrael	Roegadyn	Female
6407	Skaetswys	Roegadyn	Female
6408	Skeptical Adventurer	Roegadyn	Female
6409	Slafswys	Roegadyn	Female
6410	Snoegeim	Roegadyn	Female
6411	Soemrwyb	Roegadyn	Female
6412	Soft Marauder	Roegadyn	Female
6413	Soft Marine	Roegadyn	Female
6414	Solkwyb	Roegadyn	Female
6415	Stark Woad	Roegadyn	Female
6416	Styrnlona	Roegadyn	Female
6417	Suzume	Roegadyn	Female
6418	Swaenlona	Roegadyn	Female
6419	Swygrael	Roegadyn	Female
6420	Swyrgeim	Roegadyn	Female
6421	Syngiwyb	Roegadyn	Female
6422	Thubyrgeim	Roegadyn	Female
6423	Toffwyb	Roegadyn	Female
6424	Tokohana	Roegadyn	Female
6425	Toughie	Roegadyn	Female
6426	Troubled Coachman (Oschon's Embrace)	Roegadyn	Female
6427	Uguisu	Roegadyn	Female
6428	Unskynwyb	Roegadyn	Female
6429	Unsynrael	Roegadyn	Female
6430	Warm-hearted Woman	Roegadyn	Female
6431	Well-informed Adventurer (2018) (The Aftcastle)	Roegadyn	Female
6432	Well-informed Adventurer (2019) (The Aftcastle)	Roegadyn	Female
6433	Wiltswys	Roegadyn	Female
6434	Wurtwyb	Roegadyn	Female
6435	Yana	Roegadyn	Female
6436	Yellow Moon	Roegadyn	Female
6437	Young Hellsguard	Roegadyn	Female
6438	Zakuro	Roegadyn	Female
6439	Zwynbhruda	Roegadyn	Female
6440	Zwynwyda	Roegadyn	Female
6441	¾	Roegadyn	Female
6442	Abaka	Au Ra	Male
6443	Adamant Oroniri Warrior	Au Ra	Male
6444	Adarkim Warrior	Au Ra	Male
6445	Adkiragh	Au Ra	Male
6446	Agujam	Au Ra	Male
6447	Ahewann	Au Ra	Male
6448	Akagi	Au Ra	Male
6449	Alfonse	Au Ra	Male
6450	Alghu	Au Ra	Male
6451	Amarokeep (The Citia Swamps)	Au Ra	Male
6452	Ambaghai	Au Ra	Male
6453	Amiable Elder	Au Ra	Male
6454	Antagonistic Au Ra	Au Ra	Male
6455	Anxious Youth	Au Ra	Male
6456	Apasa	Au Ra	Male
6457	Apparent Au Ra	Au Ra	Male
6458	Arrogant Oronir	Au Ra	Male
6459	Asasamu	Au Ra	Male
6460	Attentive Radiant (Gulal Generosity)	Au Ra	Male
6461	Auri Boy	Au Ra	Male
6462	Auri Dancer	Au Ra	Male
6463	Auri Merchant	Au Ra	Male
6464	Auri Youth	Au Ra	Male
6465	Baatu	Au Ra	Male
6466	Baavgai	Au Ra	Male
6467	Baidur	Au Ra	Male
6468	Baien	Au Ra	Male
6469	Bashful Bowman	Au Ra	Male
6470	Bedraggled Buduga	Au Ra	Male
6471	Beggarly Buduga	Au Ra	Male
6472	Begter	Au Ra	Male
6473	Bethard	Au Ra	Male
6474	Bethden	Au Ra	Male
6475	Bhazahma	Au Ra	Male
6476	Billfort	Au Ra	Male
6477	Blue Inoshishi Shonin	Au Ra	Male
6478	Blue Inu Shonin	Au Ra	Male
6479	Blue Tori Shonin	Au Ra	Male
6480	Boisterous Mol Boy	Au Ra	Male
6481	Bold Buduga	Au Ra	Male
6482	Bold Himaa Boy	Au Ra	Male
6483	Brother Mage	Au Ra	Male
6484	Brotherly Buduga	Au Ra	Male
6485	Brown-haired Councilor	Au Ra	Male
6486	Budugan Hunter	Au Ra	Male
6487	Budugan Warrior	Au Ra	Male
6488	Bugunutei	Au Ra	Male
6489	Bujeg	Au Ra	Male
6490	Bujir	Au Ra	Male
6491	Bulugan	Au Ra	Male
6492	Buqatai	Au Ra	Male
6493	Caragai	Au Ra	Male
6494	Chaddric	Au Ra	Male
6495	Chakha Zoh Guard	Au Ra	Male
6496	Chambui's Husband	Au Ra	Male
6497	Charakha	Au Ra	Male
6498	Chocobokeep (The Great Work)	Au Ra	Male
6499	Colden	Au Ra	Male
6500	Collectable Appraiser (East Balshahn Bazaar)	Au Ra	Male
6501	Complacent Consort	Au Ra	Male
6502	Concerned Qestir	Au Ra	Male
6503	Confederate Recruit	Au Ra	Male
6504	Cross Qestir	Au Ra	Male
6505	Curious Child	Au Ra	Male
6506	Curious Himaa Boy	Au Ra	Male
6507	Dadden	Au Ra	Male
6508	Daidukul	Au Ra	Male
6509	Dawnden	Au Ra	Male
6510	Dayan	Au Ra	Male
6511	Delbeg	Au Ra	Male
6512	Derring-do Dandy	Au Ra	Male
6513	District Official	Au Ra	Male
6514	Dorbei	Au Ra	Male
6515	Dotharli Merchant & Mender	Au Ra	Male
6516	Dotharli Warrior	Au Ra	Male
6517	Elchi	Au Ra	Male
6518	Estate Manservant	Au Ra	Male
6519	Esugen	Au Ra	Male
6520	Faint-hearted Fighter	Au Ra	Male
6521	Falcon Porter (Reunion)	Au Ra	Male
6522	Fathard	Au Ra	Male
6523	Frightened Au Ra	Au Ra	Male
6524	Golden Swine	Au Ra	Male
6525	Goro Horsemaster	Au Ra	Male
6526	Guyug	Au Ra	Male
6527	Halric	Au Ra	Male
6528	Hasveydah	Au Ra	Male
6529	Hasyah	Au Ra	Male
6530	Hayama	Au Ra	Male
6531	High Crucible Alchemist	Au Ra	Male
6532	Himizu	Au Ra	Male
6533	Hooshal	Au Ra	Male
6534	Hulking Confederate	Au Ra	Male
6535	Idling Fisher	Au Ra	Male
6536	Ihanami	Au Ra	Male
6537	Ilugei	Au Ra	Male
6538	Impetuous Warrior	Au Ra	Male
6539	Imteeyu	Au Ra	Male
6540	Industrious Stonemason	Au Ra	Male
6541	Injured Alchemist	Au Ra	Male
6542	Inquisitive Son	Au Ra	Male
6543	Iturgen	Au Ra	Male
6544	Izumi	Au Ra	Male
6545	Jebei	Au Ra	Male
6546	Jebke	Au Ra	Male
6547	Jelme	Au Ra	Male
6548	Jenkshi	Au Ra	Male
6549	Jikkan	Au Ra	Male
6550	Joanard	Au Ra	Male
6551	Kagero	Au Ra	Male
6552	Kaizan	Au Ra	Male
6553	Khaidai	Au Ra	Male
6554	Khaishan	Au Ra	Male
6555	Khaldeen	Au Ra	Male
6556	Khalzahl	Au Ra	Male
6557	Khuleel	Au Ra	Male
6558	Kishiligh	Au Ra	Male
6559	Knowledgeable Father	Au Ra	Male
6560	Koko	Au Ra	Male
6561	Kuzuku	Au Ra	Male
6562	Kyusei	Au Ra	Male
6563	Ligdan	Au Ra	Male
6564	Lord of the Dance	Au Ra	Male
6565	Lovestruck Xaela	Au Ra	Male
6566	Luvsan	Au Ra	Male
6567	Magnai	Au Ra	Male
6568	Mahiwa's Eldest Son	Au Ra	Male
6569	Mahiwa's Younger Son	Au Ra	Male
6570	Maqali	Au Ra	Male
6571	Maqali's Son	Au Ra	Male
6572	Masgud	Au Ra	Male
6573	Materia Melder (East Balshahn Bazaar)	Au Ra	Male
6574	Mauci	Au Ra	Male
6575	Mehrunnah	Au Ra	Male
6576	Menuki	Au Ra	Male
6577	Milasheraf	Au Ra	Male
6578	Mild-mannered Mol	Au Ra	Male
6579	Mild-mannered Mol Warrior	Au Ra	Male
6580	Mirthful Merchant	Au Ra	Male
6581	Mochi Daikan	Au Ra	Male
6582	Mol Horse Handler	Au Ra	Male
6583	Mol Hunter	Au Ra	Male
6584	Mol Shepherd	Au Ra	Male
6585	Morose Fisherman	Au Ra	Male
6586	Mulrunnah	Au Ra	Male
6587	Mulsarudh	Au Ra	Male
6588	Munglig	Au Ra	Male
6589	Muscular Alchemist	Au Ra	Male
6590	Nahbdeen	Au Ra	Male
6591	Nahbrifhal	Au Ra	Male
6592	Nanard	Au Ra	Male
6593	Nashrifhal	Au Ra	Male
6594	Nayaga	Au Ra	Male
6595	Nesvaaz	Au Ra	Male
6596	Nigen's Brother	Au Ra	Male
6597	Nigen's Husband	Au Ra	Male
6598	Nohi	Au Ra	Male
6599	Nonchalant Watchman	Au Ra	Male
6600	Nostalgic Fellow	Au Ra	Male
6601	Obsequious Student	Au Ra	Male
6602	Ogodei	Au Ra	Male
6603	Oroniri Dzoherd	Au Ra	Male
6604	Oroniri Hunter	Au Ra	Male
6605	Oroniri Merchant (Reunion)	Au Ra	Male
6606	Oroniri Spearson	Au Ra	Male
6607	Oroniri Warrior	Au Ra	Male
6608	Oroniri Youth	Au Ra	Male
6609	Ozbeg	Au Ra	Male
6610	Philard	Au Ra	Male
6611	Qetanur	Au Ra	Male
6612	Quiet Qestir	Au Ra	Male
6613	Quinfort	Au Ra	Male
6614	Raiden	Au Ra	Male
6615	Rational Youth	Au Ra	Male
6616	Redard	Au Ra	Male
6617	Reizan	Au Ra	Male
6618	Reserved Mol Boy	Au Ra	Male
6619	Rex	Au Ra	Male
6620	Ricon	Au Ra	Male
6621	Roaldard	Au Ra	Male
6622	Ruhewann	Au Ra	Male
6623	Saiun	Au Ra	Male
6624	Seanard	Au Ra	Male
6625	Seanric	Au Ra	Male
6626	Seizau	Au Ra	Male
6627	Shaken Merchant	Au Ra	Male
6628	Shiosai	Au Ra	Male
6629	Shiraheen	Au Ra	Male
6630	Sidurgu	Au Ra	Male
6631	Solemn Fire Mage	Au Ra	Male
6632	Sramul	Au Ra	Male
6633	Steppe Cook	Au Ra	Male
6634	Sukegei	Au Ra	Male
6635	Surly Scavenger	Au Ra	Male
6636	Tadric	Au Ra	Male
6637	Tamachag	Au Ra	Male
6638	Tankin	Au Ra	Male
6639	Teleboge	Au Ra	Male
6640	Tora Doshin	Au Ra	Male
6641	Tora Shonin	Au Ra	Male
6642	Tosetsu	Au Ra	Male
6643	Traveling Mender	Au Ra	Male
6644	Traveling Merchant (Reunion)	Au Ra	Male
6645	Troubled Father	Au Ra	Male
6646	Tsukikage	Au Ra	Male
6647	Uchikin	Au Ra	Male
6648	Uchikin's Father	Au Ra	Male
6649	Udutai	Au Ra	Male
6650	Unbloodied Dotharl	Au Ra	Male
6651	Unfortunate Straggler	Au Ra	Male
6652	Ungainly Guardsman	Au Ra	Male
6653	Unryu	Au Ra	Male
6654	Usagi Doshin (Limsa Lominsa)	Au Ra	Male
6655	Uyagiri Youth	Au Ra	Male
6656	Varshahn	Au Ra	Male
6657	Vigilant Radiant	Au Ra	Male
6658	Vishrahd	Au Ra	Male
6659	Vonnden	Au Ra	Male
6660	Wandering Executive	Au Ra	Male
6661	Weary Citizen	Au Ra	Male
6662	Weary Mol Healer	Au Ra	Male
6663	Weary Mol Warrior	Au Ra	Male
6664	Weary Resident	Au Ra	Male
6665	Well-traveled Mage	Au Ra	Male
6666	Wild-eyed Alchemist	Au Ra	Male
6667	Wizened Elder	Au Ra	Male
6668	Wounded Hunter	Au Ra	Male
6669	Wrenric	Au Ra	Male
6670	Xaela Boy	Au Ra	Male
6671	Yabuqa	Au Ra	Male
6672	Yagiri	Au Ra	Male
6673	Yahsarudh	Au Ra	Male
6674	Yalfort	Au Ra	Male
6675	Yalric	Au Ra	Male
6676	Yamabiko	Au Ra	Male
6677	Yatsurugi Vassal	Au Ra	Male
6678	Youthful Court Mage	Au Ra	Male
6679	Zansei	Au Ra	Male
6680	Zealous Mol Warrior	Au Ra	Male
6681	Zeynuha	Au Ra	Male
6682	Akisa	Au Ra	Female
6683	Alaqa	Au Ra	Female
6684	Allie	Au Ra	Female
6685	Apprehensive Auri Traveler	Au Ra	Female
6686	Attentive Caregiver	Au Ra	Female
6687	Attractive Lady	Au Ra	Female
6688	Auburn-haired Au Ra	Au Ra	Female
6689	Audacious Adventurer	Au Ra	Female
6690	Auri Girl	Au Ra	Female
6691	Auri Samurai	Au Ra	Female
6692	Auri Woman	Au Ra	Female
6693	Avilina	Au Ra	Female
6694	Awayuki	Au Ra	Female
6695	Balteeyu	Au Ra	Female
6696	Beki	Au Ra	Female
6697	Berude	Au Ra	Female
6698	Black-haired Maiden	Au Ra	Female
6699	Boliri Girl	Au Ra	Female
6700	Boragchin	Au Ra	Female
6701	Botany Instructor	Au Ra	Female
6702	Botokhui	Au Ra	Female
6703	Bright-eyed Mol Girl	Au Ra	Female
6704	Bronze-skinned Beauty	Au Ra	Female
6705	Caalun	Au Ra	Female
6706	Casswren	Au Ra	Female
6707	Caur	Au Ra	Female
6708	Chadine	Au Ra	Female
6709	Chagur	Au Ra	Female
6710	Chambui	Au Ra	Female
6711	Cheerful Elder	Au Ra	Female
6712	Cihanti	Au Ra	Female
6713	Cirina	Au Ra	Female
6714	Cock-a-hoop Collector	Au Ra	Female
6715	Cocksure Mol Warrior	Au Ra	Female
6716	Collectable Appraiser (Eulmore Aetheryte Plaza)	Au Ra	Female
6717	Contented Carer	Au Ra	Female
6718	Cotan	Au Ra	Female
6719	Cotota	Au Ra	Female
6720	Course Registrar	Au Ra	Female
6721	Dadine	Au Ra	Female
6722	Dagasi	Au Ra	Female
6723	Dahaaba	Au Ra	Female
6724	Daitenya Companion	Au Ra	Female
6725	Darfiye	Au Ra	Female
6726	Darldia	Au Ra	Female
6727	Darpasa	Au Ra	Female
6728	Daughterly Hen	Au Ra	Female
6729	Daunting Dotharl	Au Ra	Female
6730	Despondent Civilian	Au Ra	Female
6731	Determined Caregiver	Au Ra	Female
6732	Diligent Mol Warrior	Au Ra	Female
6733	Distressed Girl	Au Ra	Female
6734	Djinaleel	Au Ra	Female
6735	Doddana	Au Ra	Female
6736	Dorgono	Au Ra	Female
6737	Dotharli Maiden	Au Ra	Female
6738	Dotharli Youth	Au Ra	Female
6739	Enclave Mender	Au Ra	Female
6740	Enclave Merchant	Au Ra	Female
6741	Enigmatic Adversary	Au Ra	Female
6742	Enthralling Illusionist (2016) (Mih Khetto's Amphitheatre)	Au Ra	Female
6743	Enthralling Illusionist (2017) (Shaded Bower)	Au Ra	Female
6744	Enthralling Illusionist (2018) (Mih Khetto's Amphitheatre)	Au Ra	Female
6745	Enthralling Illusionist (2019) (Mih Khetto's Amphitheatre)	Au Ra	Female
6746	Enthralling Illusionist (Event)	Au Ra	Female
6747	Estate Maidservant	Au Ra	Female
6748	Facet Investigator	Au Ra	Female
6749	Fahrunnah	Au Ra	Female
6750	Falcon Porter (Mol Iloh)	Au Ra	Female
6751	Falcon Porter (The Uyagir Caves)	Au Ra	Female
6752	Fathana	Au Ra	Female
6753	Fledgling Vocalist	Au Ra	Female
6754	Frightened Alchemist	Au Ra	Female
6755	Frightened Girl	Au Ra	Female
6756	Ginko	Au Ra	Female
6757	Grimacing Naturalist	Au Ra	Female
6758	Healer's Assistant	Au Ra	Female
6759	Hisui	Au Ra	Female
6760	Hokonin	Au Ra	Female
6761	Ibakha	Au Ra	Female
6762	Imaginative Girl	Au Ra	Female
6763	Imshayra	Au Ra	Female
6764	Inquisitive Chicken	Au Ra	Female
6765	Inu Doshin (Gridania)	Au Ra	Female
6766	Jaliqai	Au Ra	Female
6767	Jesswren	Au Ra	Female
6768	Journeyman Salvager	Au Ra	Female
6769	Judine	Au Ra	Female
6770	Kasumi	Au Ra	Female
6771	Khorchi	Au Ra	Female
6772	Khorijin	Au Ra	Female
6773	Khufiye	Au Ra	Female
6774	Khulan	Au Ra	Female
6775	Khureen	Au Ra	Female
6776	Khuteeyu	Au Ra	Female
6777	Kinko	Au Ra	Female
6778	Kisei	Au Ra	Female
6779	Kotocho	Au Ra	Female
6780	Kumokiri	Au Ra	Female
6781	Kurenai	Au Ra	Female
6782	Lachrymose Alchemist	Au Ra	Female
6783	Lady of the Dance	Au Ra	Female
6784	Last Stand Waitress	Au Ra	Female
6785	Lonely Widow	Au Ra	Female
6786	Long-haired Pirate (Au Ra)	Au Ra	Female
6787	Lookout	Au Ra	Female
6788	Loquacious Lass	Au Ra	Female
6789	Lost Girl	Au Ra	Female
6790	Lyssana	Au Ra	Female
6791	Mahiwa	Au Ra	Female
6792	Mana	Au Ra	Female
6793	Maral	Au Ra	Female
6794	Material Supplier (Player Housing)	Au Ra	Female
6795	Mender (Housing)	Au Ra	Female
6796	Mergen	Au Ra	Female
6797	Mide	Au Ra	Female
6798	Mihleel	Au Ra	Female
6799	Mihreen	Au Ra	Female
6800	Mikoto	Au Ra	Female
6801	Mikuzume	Au Ra	Female
6802	Miladeen	Au Ra	Female
6803	Mild-mannered Au Ra	Au Ra	Female
6804	Milisandia	Au Ra	Female
6805	Mine	Au Ra	Female
6806	Modest Maiden	Au Ra	Female
6807	Mol Delegate	Au Ra	Female
6808	Mol Guide	Au Ra	Female
6809	Mol Maiden	Au Ra	Female
6810	Mol Merchant & Mender	Au Ra	Female
6811	Mol Shaman	Au Ra	Female
6812	Mozu	Au Ra	Female
6813	Nahbshayra	Au Ra	Female
6814	Narengawa	Au Ra	Female
6815	Narumi	Au Ra	Female
6816	Nashreen	Au Ra	Female
6817	Nigen	Au Ra	Female
6818	Nigen's Sister	Au Ra	Female
6819	Ogul	Au Ra	Female
6820	Onishishu Scholar	Au Ra	Female
6821	Oroniri Mender	Au Ra	Female
6822	Oroniri Merchant	Au Ra	Female
6823	Oroniri Speardaughter	Au Ra	Female
6824	Oroniri Wrestling Instructor	Au Ra	Female
6825	Panicked Caregiver	Au Ra	Female
6826	Peculiar Suspect	Au Ra	Female
6827	Philline	Au Ra	Female
6828	Placid Elder	Au Ra	Female
6829	Placid Priestess	Au Ra	Female
6830	Qeryde	Au Ra	Female
6831	Qoyar	Au Ra	Female
6832	Radiant Host Quartermaster	Au Ra	Female
6833	Raven-haired Maiden	Au Ra	Female
6834	Red Monkey Merchant	Au Ra	Female
6835	Resolute Civilian	Au Ra	Female
6836	Rhulfiye	Au Ra	Female
6837	Rhulshahn	Au Ra	Female
6838	Rosine	Au Ra	Female
6839	Sadu	Au Ra	Female
6840	Samga	Au Ra	Female
6841	Sapphire-haired Girl	Au Ra	Female
6842	Sasanami	Au Ra	Female
6843	Sauldia	Au Ra	Female
6844	Sayo	Au Ra	Female
6845	Scrip Exchange (East Balshahn Bazaar)	Au Ra	Female
6846	Sechen	Au Ra	Female
6847	Seika	Au Ra	Female
6848	Shar	Au Ra	Female
6849	Shirazade	Au Ra	Female
6850	Slitherbough Girl	Au Ra	Female
6851	Sorocan	Au Ra	Female
6852	Suvd	Au Ra	Female
6853	Temulun	Au Ra	Female
6854	Tobana	Au Ra	Female
6855	Togene	Au Ra	Female
6856	Toragana	Au Ra	Female
6857	Traveling Apothecary	Au Ra	Female
6858	Traveling Battlecraft Supplier	Au Ra	Female
6859	Traveling Jeweler	Au Ra	Female
6860	Traveling Material Supplier	Au Ra	Female
6861	Traveling Tool Supplier	Au Ra	Female
6862	Ucugen	Au Ra	Female
6863	Ujin	Au Ra	Female
6864	Ulan	Au Ra	Female
6865	Varpasa	Au Ra	Female
6866	Varsarudh	Au Ra	Female
6867	Viraban	Au Ra	Female
6868	Vondia	Au Ra	Female
6869	Wayfaring Kha Hunter	Au Ra	Female
6870	Weary Radiant	Au Ra	Female
6871	Weeping Warbler	Au Ra	Female
6872	Well-moisturized Researcher	Au Ra	Female
6873	Willful Child of the Everlasting Dark	Au Ra	Female
6874	Willowy Mol Girl	Au Ra	Female
6875	Willowy Resident	Au Ra	Female
6876	Wounded Citizen	Au Ra	Female
6877	Wounded Contingent Scout	Au Ra	Female
6878	Wrendia	Au Ra	Female
6879	Xaela Maiden	Au Ra	Female
6880	Xaela Mother	Au Ra	Female
6881	Yalana	Au Ra	Female
6882	Yatsurugi Emissary	Au Ra	Female
6883	Yesui	Au Ra	Female
6884	Yugiri	Au Ra	Female
6885	Yuki	Au Ra	Female
6886	Yunagi	Au Ra	Female
6887	Anden	Viera	Male
6888	Charmont	Viera	Male
6889	Erenville	Viera	Male
6890	Far Eastern Omikujishi	Viera	Male
6891	Laurenssen	Viera	Male
6892	Loifa	Viera	Male
6893	Viera Gleaner	Viera	Male
6894	Almet	Viera	Female
6895	Amarokeep (Fanow)	Viera	Female
6896	Awe-inspiring Archer	Viera	Female
6897	Bethana	Viera	Female
6898	Bewildered Townsviis	Viera	Female
6899	Boga	Viera	Female
6900	Bow-wielding Sentinel	Viera	Female
6901	Calmet	Viera	Female
6902	Carna	Viera	Female
